Place;ProductId;ProductName;UmId;UmName;Month;Year;Price
Istanbul;285;Fuel (petrol-gasoline) - Retail;15;L;5;2021;73.252
Istanbul;317;Tomatoes (paste) - Retail;5;KG;1;2021;108.561
Istanbul;317;Tomatoes (paste) - Retail;5;KG;2;2021;108.319
Istanbul;317;Tomatoes (paste) - Retail;5;KG;3;2021;104.363
Istanbul;317;Tomatoes (paste) - Retail;5;KG;4;2021;101.587
Istanbul;317;Tomatoes (paste) - Retail;5;KG;5;2021;105.316
Istanbul;341;Fuel (gas) - Retail;90;12 KG;1;2021;7.212
Istanbul;341;Fuel (gas) - Retail;90;12 KG;2;2021;72.269
Istanbul;341;Fuel (gas) - Retail;90;12 KG;3;2021;71.713
Istanbul;345;Apples - Retail;5;KG;1;2021;57.942
Istanbul;345;Apples - Retail;5;KG;2;2021;58.734
Istanbul;345;Apples - Retail;5;KG;3;2021;58.097
Istanbul;345;Apples - Retail;5;KG;4;2021;60.169
Istanbul;345;Apples - Retail;5;KG;5;2021;62.886
Istanbul;360;Oranges - Retail;5;KG;1;2021;65.283
Istanbul;360;Oranges - Retail;5;KG;2;2021;64.902
Istanbul;360;Oranges - Retail;5;KG;3;2021;65.502
Istanbul;360;Oranges - Retail;5;KG;4;2021;70.641
Istanbul;360;Oranges - Retail;5;KG;5;2021;73.769
Istanbul;364;Yogurt - Retail;5;KG;1;2021;75.283
Istanbul;364;Yogurt - Retail;5;KG;2;2021;78.346
Istanbul;364;Yogurt - Retail;5;KG;3;2021;8.004
Istanbul;364;Yogurt - Retail;5;KG;4;2021;79.666
Istanbul;364;Yogurt - Retail;5;KG;5;2021;78.784
Istanbul;388;Cucumbers - Retail;5;KG;1;2021;68.868
Istanbul;388;Cucumbers - Retail;5;KG;2;2021;8.Oca
Istanbul;388;Cucumbers - Retail;5;KG;3;2021;64.052
Istanbul;388;Cucumbers - Retail;5;KG;4;2021;58.804
Istanbul;388;Cucumbers - Retail;5;KG;5;2021;44.254
Istanbul;401;Fish (fresh) - Retail;5;KG;1;2021;470.785
Istanbul;401;Fish (fresh) - Retail;5;KG;2;2021;477.947
Istanbul;401;Fish (fresh) - Retail;5;KG;3;2021;491.501
Istanbul;401;Fish (fresh) - Retail;5;KG;4;2021;512.513
Istanbul;401;Fish (fresh) - Retail;5;KG;5;2021;537.969
Istanbul;404;Spinach - Retail;5;KG;1;2021;5.167
Istanbul;404;Spinach - Retail;5;KG;2;2021;50.033
Istanbul;404;Spinach - Retail;5;KG;3;2021;46.186
Istanbul;414;Cheese - Retail;5;KG;1;2021;286.416
Istanbul;414;Cheese - Retail;5;KG;2;2021;295.123
Istanbul;414;Cheese - Retail;5;KG;3;2021;288.541
Istanbul;414;Cheese - Retail;5;KG;4;2021;293.951
Istanbul;414;Cheese - Retail;5;KG;5;2021;294.311
Istanbul;433;Meat (veal) - Retail;5;KG;1;2021;548.189
Istanbul;433;Meat (veal) - Retail;5;KG;2;2021;56.848
Istanbul;433;Meat (veal) - Retail;5;KG;3;2021;568.666
Istanbul;433;Meat (veal) - Retail;5;KG;4;2021;589.533
Istanbul;433;Meat (veal) - Retail;5;KG;5;2021;623.164
Istanbul;434;Eggplants - Retail;5;KG;1;2021;74.267
Istanbul;434;Eggplants - Retail;5;KG;2;2021;82.918
Istanbul;434;Eggplants - Retail;5;KG;3;2021;81.568
Istanbul;434;Eggplants - Retail;5;KG;4;2021;62.534
Istanbul;434;Eggplants - Retail;5;KG;5;2021;60.222
Istanbul;442;Milk (powder, infant formula) - Retail;5;KG;1;2021;1.475.412
Istanbul;442;Milk (powder, infant formula) - Retail;5;KG;2;2021;1.500.344
Istanbul;442;Milk (powder, infant formula) - Retail;5;KG;3;2021;1.495.247
Istanbul;442;Milk (powder, infant formula) - Retail;5;KG;4;2021;1.515.795
Istanbul;442;Milk (powder, infant formula) - Retail;5;KG;5;2021;1.471.006
Istanbul;450;Zucchini - Retail;5;KG;1;2021;66.403
Istanbul;450;Zucchini - Retail;5;KG;2;2021;81.686
Istanbul;450;Zucchini - Retail;5;KG;3;2021;66.249
Istanbul;450;Zucchini - Retail;5;KG;4;2021;65.272
Istanbul;450;Zucchini - Retail;5;KG;5;2021;6.009
Istanbul;463;Milk (pasteurized) - Retail;15;L;1;2021;64.347
Istanbul;463;Milk (pasteurized) - Retail;15;L;2;2021;67.146
Istanbul;463;Milk (pasteurized) - Retail;15;L;3;2021;67.349
Istanbul;463;Milk (pasteurized) - Retail;15;L;4;2021;67.124
Istanbul;463;Milk (pasteurized) - Retail;15;L;5;2021;66.232
Istanbul;491;Electricity - Retail;101;kWh;1;2021;0.7975
Istanbul;491;Electricity - Retail;101;kWh;2;2021;0.7975
Istanbul;491;Electricity - Retail;101;kWh;3;2021;0.7975
Istanbul;491;Electricity - Retail;101;kWh;4;2021;0.7975
Istanbul;491;Electricity - Retail;101;kWh;5;2021;0.7975
Istanbul;492;Tea (herbal) - Retail;102;Package;1;2021;74.342
Istanbul;492;Tea (herbal) - Retail;102;Package;2;2021;72.273
Istanbul;492;Tea (herbal) - Retail;102;Package;3;2021;7.595
Istanbul;492;Tea (herbal) - Retail;102;Package;4;2021;74.668
Istanbul;492;Tea (herbal) - Retail;102;Package;5;2021;75.601
Istanbul;493;Water - Retail;100;Cubic meter;1;2021;64.561
Istanbul;493;Water - Retail;100;Cubic meter;2;2021;64.561
Istanbul;493;Water - Retail;100;Cubic meter;3;2021;64.561
Istanbul;493;Water - Retail;100;Cubic meter;4;2021;64.561
Istanbul;493;Water - Retail;100;Cubic meter;5;2021;64.561
Istanbul;502;Cocoa (powder) - Retail;5;KG;1;2021;727.322
Istanbul;502;Cocoa (powder) - Retail;5;KG;2;2021;732.027
Istanbul;502;Cocoa (powder) - Retail;5;KG;3;2021;762.171
Istanbul;502;Cocoa (powder) - Retail;5;KG;4;2021;780.981
Istanbul;502;Cocoa (powder) - Retail;5;KG;5;2021;805.237
Izmir;52;Rice - Retail;5;KG;1;2021;130.403
Izmir;52;Rice - Retail;5;KG;2;2021;132.235
Izmir;52;Rice - Retail;5;KG;3;2021;13.47
Izmir;52;Rice - Retail;5;KG;4;2021;133.449
Izmir;52;Rice - Retail;5;KG;5;2021;134.948
Izmir;58;Wheat flour - Retail;5;KG;1;2021;59.289
Izmir;58;Wheat flour - Retail;5;KG;2;2021;57.281
Izmir;58;Wheat flour - Retail;5;KG;3;2021;59.426
Izmir;58;Wheat flour - Retail;5;KG;4;2021;57.195
Izmir;58;Wheat flour - Retail;5;KG;5;2021;58.684
Izmir;66;Beans (white) - Retail;5;KG;1;2021;175.774
Izmir;66;Beans (white) - Retail;5;KG;2;2021;170.113
Izmir;66;Beans (white) - Retail;5;KG;3;2021;167.052
Izmir;66;Beans (white) - Retail;5;KG;4;2021;164.492
Izmir;66;Beans (white) - Retail;5;KG;5;2021;164.498
Izmir;83;Potatoes - Retail;5;KG;1;2021;24.241
Izmir;83;Potatoes - Retail;5;KG;2;2021;22.694
Izmir;83;Potatoes - Retail;5;KG;3;2021;20.488
Izmir;83;Potatoes - Retail;5;KG;4;2021;20.298
Izmir;83;Potatoes - Retail;5;KG;5;2021;28.715
Izmir;92;Eggs - Retail;33;Unit;1;2021;11.003
Izmir;92;Eggs - Retail;33;Unit;2;2021;10.059
Izmir;92;Eggs - Retail;33;Unit;3;2021;10.108
Izmir;92;Eggs - Retail;33;Unit;4;2021;0.9837
Izmir;92;Eggs - Retail;33;Unit;5;2021;0.9809
Izmir;94;Meat (chicken) - Retail;5;KG;1;2021;15.476
Izmir;94;Meat (chicken) - Retail;5;KG;2;2021;163.637
Izmir;94;Meat (chicken) - Retail;5;KG;3;2021;179.428
Izmir;94;Meat (chicken) - Retail;5;KG;4;2021;188.895
Izmir;94;Meat (chicken) - Retail;5;KG;5;2021;189.557
Izmir;97;Sugar - Retail;5;KG;1;2021;56.495
Izmir;97;Sugar - Retail;5;KG;2;2021;59.146
Izmir;97;Sugar - Retail;5;KG;3;2021;60.789
Izmir;97;Sugar - Retail;5;KG;4;2021;60.756
Izmir;97;Sugar - Retail;5;KG;5;2021;60.857
Izmir;105;Garlic - Retail;5;KG;1;2021;37.193
Izmir;105;Garlic - Retail;5;KG;2;2021;38.2
Izmir;105;Garlic - Retail;5;KG;3;2021;361.918
Izmir;105;Garlic - Retail;5;KG;4;2021;35.079
Izmir;105;Garlic - Retail;5;KG;5;2021;311.965
Izmir;108;Lentils - Retail;5;KG;1;2021;12.129
Izmir;108;Lentils - Retail;5;KG;2;2021;118.153
Izmir;108;Lentils - Retail;5;KG;3;2021;115.723
Izmir;108;Lentils - Retail;5;KG;4;2021;116.622
Izmir;108;Lentils - Retail;5;KG;5;2021;119.018
Izmir;112;Pasta - Retail;5;KG;1;2021;61.351
Izmir;112;Pasta - Retail;5;KG;2;2021;6.133
Izmir;112;Pasta - Retail;5;KG;3;2021;61.602
Izmir;112;Pasta - Retail;5;KG;4;2021;61.091
Izmir;112;Pasta - Retail;5;KG;5;2021;61.048
Izmir;114;Tomatoes - Retail;5;KG;1;2021;52.351
Izmir;114;Tomatoes - Retail;5;KG;2;2021;52.962
Izmir;114;Tomatoes - Retail;5;KG;3;2021;59.473
Izmir;114;Tomatoes - Retail;5;KG;4;2021;76.456
Izmir;114;Tomatoes - Retail;5;KG;5;2021;54.939
Izmir;119;Groundnuts (shelled) - Retail;5;KG;1;2021;406.345
Izmir;119;Groundnuts (shelled) - Retail;5;KG;2;2021;39.688
Izmir;119;Groundnuts (shelled) - Retail;5;KG;3;2021;399.203
Izmir;119;Groundnuts (shelled) - Retail;5;KG;4;2021;394.825
Izmir;119;Groundnuts (shelled) - Retail;5;KG;5;2021;403.885
Izmir;124;Bread (common) - Retail;5;KG;1;2021;70.798
Izmir;124;Bread (common) - Retail;5;KG;2;2021;71.921
Izmir;124;Bread (common) - Retail;5;KG;3;2021;72.117
Izmir;124;Bread (common) - Retail;5;KG;4;2021;72.107
Izmir;124;Bread (common) - Retail;5;KG;5;2021;72.097
Izmir;151;Coffee - Retail;5;KG;1;2021;634.627
Izmir;151;Coffee - Retail;5;KG;2;2021;63.806
Izmir;151;Coffee - Retail;5;KG;3;2021;625.393
Izmir;151;Coffee - Retail;5;KG;4;2021;629.754
Izmir;151;Coffee - Retail;5;KG;5;2021;635.866
Izmir;173;Onions - Retail;5;KG;1;2021;23.803
Izmir;173;Onions - Retail;5;KG;2;2021;21.298
Izmir;173;Onions - Retail;5;KG;3;2021;19.204
Izmir;173;Onions - Retail;5;KG;4;2021;17.738
Izmir;173;Onions - Retail;5;KG;5;2021;1.886
Izmir;181;Cabbage - Retail;5;KG;1;2021;2.229
Izmir;181;Cabbage - Retail;5;KG;2;2021;2.191
Izmir;181;Cabbage - Retail;5;KG;3;2021;19.967
Izmir;183;Meat (mutton) - Retail;5;KG;1;2021;736.783
Izmir;183;Meat (mutton) - Retail;5;KG;2;2021;76.342
Izmir;183;Meat (mutton) - Retail;5;KG;3;2021;763.887
Izmir;183;Meat (mutton) - Retail;5;KG;4;2021;778.635
Izmir;183;Meat (mutton) - Retail;5;KG;5;2021;787.239
Izmir;184;Oil (sunflower) - Retail;15;L;1;2021;169.068
Izmir;184;Oil (sunflower) - Retail;15;L;2;2021;171.183
Izmir;184;Oil (sunflower) - Retail;15;L;3;2021;178.577
Izmir;184;Oil (sunflower) - Retail;15;L;4;2021;183.789
Izmir;184;Oil (sunflower) - Retail;15;L;5;2021;184.799
Izmir;185;Salt - Retail;5;KG;1;2021;35.012
Izmir;185;Salt - Retail;5;KG;2;2021;35.401
Izmir;185;Salt - Retail;5;KG;3;2021;35.922
Izmir;185;Salt - Retail;5;KG;4;2021;34.717
Izmir;185;Salt - Retail;5;KG;5;2021;36.428
Izmir;209;Coffee (instant) - Retail;33;Unit;1;2021;545.869
Izmir;209;Coffee (instant) - Retail;33;Unit;2;2021;544.608
Izmir;209;Coffee (instant) - Retail;33;Unit;3;2021;538.261
Izmir;209;Coffee (instant) - Retail;33;Unit;4;2021;539.415
Izmir;209;Coffee (instant) - Retail;33;Unit;5;2021;551.812
Izmir;231;Cauliflower - Retail;5;KG;1;2021;33.402
Izmir;231;Cauliflower - Retail;5;KG;2;2021;29.762
Izmir;231;Cauliflower - Retail;5;KG;3;2021;46.658
Izmir;239;Oil (olive) - Retail;15;L;1;2021;386.304
Izmir;239;Oil (olive) - Retail;15;L;2;2021;394.837
Izmir;239;Oil (olive) - Retail;15;L;3;2021;388.532
Izmir;239;Oil (olive) - Retail;15;L;4;2021;409.863
Izmir;239;Oil (olive) - Retail;15;L;5;2021;405.308
Izmir;244;Chickpeas - Retail;5;KG;1;2021;112.233
Izmir;244;Chickpeas - Retail;5;KG;2;2021;109.439
Izmir;244;Chickpeas - Retail;5;KG;3;2021;107.379
Izmir;244;Chickpeas - Retail;5;KG;4;2021;108.902
Izmir;244;Chickpeas - Retail;5;KG;5;2021;109.765
Izmir;254;Bananas - Retail;5;KG;1;2021;134.935
Izmir;254;Bananas - Retail;5;KG;2;2021;131.516
Izmir;254;Bananas - Retail;5;KG;3;2021;138.714
Izmir;254;Bananas - Retail;5;KG;4;2021;14.797
Izmir;254;Bananas - Retail;5;KG;5;2021;156.836
Izmir;258;Bulgur - Retail;5;KG;1;2021;59.375
Izmir;258;Bulgur - Retail;5;KG;2;2021;61.066
Izmir;258;Bulgur - Retail;5;KG;3;2021;60.642
Izmir;258;Bulgur - Retail;5;KG;4;2021;61.397
Izmir;258;Bulgur - Retail;5;KG;5;2021;60.997
Izmir;281;Tea - Retail;5;KG;1;2021;379.382
Izmir;281;Tea - Retail;5;KG;2;2021;386.919
Izmir;281;Tea - Retail;5;KG;3;2021;391.631
Izmir;281;Tea - Retail;5;KG;4;2021;393.966
Izmir;281;Tea - Retail;5;KG;5;2021;401.449
Izmir;285;Fuel (petrol-gasoline) - Retail;15;L;1;2021;73.209
Izmir;285;Fuel (petrol-gasoline) - Retail;15;L;2;2021;73.257
Izmir;285;Fuel (petrol-gasoline) - Retail;15;L;3;2021;72.588
Izmir;285;Fuel (petrol-gasoline) - Retail;15;L;4;2021;71.619
Izmir;285;Fuel (petrol-gasoline) - Retail;15;L;5;2021;74.071
Izmir;317;Tomatoes (paste) - Retail;5;KG;1;2021;106.534
Izmir;317;Tomatoes (paste) - Retail;5;KG;2;2021;108.263
Izmir;317;Tomatoes (paste) - Retail;5;KG;3;2021;Eki.31
Izmir;317;Tomatoes (paste) - Retail;5;KG;4;2021;103.377
Izmir;317;Tomatoes (paste) - Retail;5;KG;5;2021;105.794
Izmir;341;Fuel (gas) - Retail;90;12 KG;1;2021;73.209
Izmir;341;Fuel (gas) - Retail;90;12 KG;2;2021;73.257
Izmir;341;Fuel (gas) - Retail;90;12 KG;3;2021;72.588
Izmir;345;Apples - Retail;5;KG;1;2021;54.488
Izmir;345;Apples - Retail;5;KG;2;2021;55.146
Izmir;345;Apples - Retail;5;KG;3;2021;54.466
Izmir;345;Apples - Retail;5;KG;4;2021;56.125
Izmir;345;Apples - Retail;5;KG;5;2021;5.866
Izmir;360;Oranges - Retail;5;KG;1;2021;63.369
Izmir;360;Oranges - Retail;5;KG;2;2021;60.323
Izmir;360;Oranges - Retail;5;KG;3;2021;62.003
Izmir;360;Oranges - Retail;5;KG;4;2021;6.876
Izmir;360;Oranges - Retail;5;KG;5;2021;67.276
Izmir;364;Yogurt - Retail;5;KG;1;2021;8.434
Izmir;364;Yogurt - Retail;5;KG;2;2021;87.278
Izmir;364;Yogurt - Retail;5;KG;3;2021;88.724
Izmir;364;Yogurt - Retail;5;KG;4;2021;86.896
Izmir;364;Yogurt - Retail;5;KG;5;2021;87.481
Izmir;388;Cucumbers - Retail;5;KG;1;2021;59.897
Izmir;388;Cucumbers - Retail;5;KG;2;2021;71.948
Izmir;388;Cucumbers - Retail;5;KG;3;2021;58.809
Izmir;388;Cucumbers - Retail;5;KG;4;2021;54.165
Izmir;388;Cucumbers - Retail;5;KG;5;2021;40.626
Izmir;401;Fish (fresh) - Retail;5;KG;1;2021;331.935
Izmir;401;Fish (fresh) - Retail;5;KG;2;2021;355.031
Izmir;401;Fish (fresh) - Retail;5;KG;3;2021;370.747
Izmir;401;Fish (fresh) - Retail;5;KG;4;2021;388.381
Izmir;401;Fish (fresh) - Retail;5;KG;5;2021;460.031
Izmir;404;Spinach - Retail;5;KG;1;2021;43.685
Izmir;404;Spinach - Retail;5;KG;2;2021;37.925
Izmir;404;Spinach - Retail;5;KG;3;2021;35.982
Izmir;414;Cheese - Retail;5;KG;1;2021;324.596
Izmir;414;Cheese - Retail;5;KG;2;2021;340.605
Izmir;414;Cheese - Retail;5;KG;3;2021;336.006
Izmir;414;Cheese - Retail;5;KG;4;2021;342.142
Izmir;414;Cheese - Retail;5;KG;5;2021;350.179
Izmir;433;Meat (veal) - Retail;5;KG;1;2021;546.964
Izmir;433;Meat (veal) - Retail;5;KG;2;2021;568.998
Izmir;433;Meat (veal) - Retail;5;KG;3;2021;574.752
Izmir;433;Meat (veal) - Retail;5;KG;4;2021;586.583
Izmir;433;Meat (veal) - Retail;5;KG;5;2021;609.007
Izmir;434;Eggplants - Retail;5;KG;1;2021;65.113
Izmir;434;Eggplants - Retail;5;KG;2;2021;78.807
Izmir;434;Eggplants - Retail;5;KG;3;2021;79.048
Izmir;434;Eggplants - Retail;5;KG;4;2021;54.192
Izmir;434;Eggplants - Retail;5;KG;5;2021;5.267
Izmir;442;Milk (powder, infant formula) - Retail;5;KG;1;2021;1.669.046
Izmir;442;Milk (powder, infant formula) - Retail;5;KG;2;2021;1.666.648
Izmir;442;Milk (powder, infant formula) - Retail;5;KG;3;2021;160.468
Izmir;442;Milk (powder, infant formula) - Retail;5;KG;4;2021;1.611.828
Izmir;442;Milk (powder, infant formula) - Retail;5;KG;5;2021;161.256
Izmir;450;Zucchini - Retail;5;KG;1;2021;60.884
Izmir;450;Zucchini - Retail;5;KG;2;2021;73.327
Izmir;450;Zucchini - Retail;5;KG;3;2021;57.316
Izmir;450;Zucchini - Retail;5;KG;4;2021;56.685
Izmir;450;Zucchini - Retail;5;KG;5;2021;55.497
Izmir;463;Milk (pasteurized) - Retail;15;L;1;2021;59.297
Izmir;463;Milk (pasteurized) - Retail;15;L;2;2021;62.774
Izmir;463;Milk (pasteurized) - Retail;15;L;3;2021;63.747
Izmir;463;Milk (pasteurized) - Retail;15;L;4;2021;61.677
Izmir;463;Milk (pasteurized) - Retail;15;L;5;2021;62.519
Izmir;491;Electricity - Retail;101;kWh;1;2021;0.7975
Izmir;491;Electricity - Retail;101;kWh;2;2021;0.7975
Izmir;491;Electricity - Retail;101;kWh;3;2021;0.7975
Izmir;491;Electricity - Retail;101;kWh;4;2021;0.7975
Izmir;491;Electricity - Retail;101;kWh;5;2021;0.7975
Izmir;492;Tea (herbal) - Retail;102;Package;1;2021;75.154
Izmir;492;Tea (herbal) - Retail;102;Package;2;2021;75.296
Izmir;492;Tea (herbal) - Retail;102;Package;3;2021;76.436
Izmir;492;Tea (herbal) - Retail;102;Package;4;2021;74.247
Izmir;492;Tea (herbal) - Retail;102;Package;5;2021;77.206
Izmir;493;Water - Retail;100;Cubic meter;1;2021;74.228
Izmir;493;Water - Retail;100;Cubic meter;2;2021;74.228
Izmir;493;Water - Retail;100;Cubic meter;3;2021;74.228
Izmir;493;Water - Retail;100;Cubic meter;4;2021;74.228
Izmir;493;Water - Retail;100;Cubic meter;5;2021;74.228
Izmir;502;Cocoa (powder) - Retail;5;KG;1;2021;682.002
Izmir;502;Cocoa (powder) - Retail;5;KG;2;2021;68.625
Izmir;502;Cocoa (powder) - Retail;5;KG;3;2021;71.231
Izmir;502;Cocoa (powder) - Retail;5;KG;4;2021;732.609
Izmir;502;Cocoa (powder) - Retail;5;KG;5;2021;756.859
